date,TMAX,TMIN,PRCP,SNOW,AWND,TEMP_AVG,RAIN_FLAG,HOT_DAY,COLD_DAY,WEEKDAY,IS_WEEKEND,trips,total_time,avg_time,member_percent,casual_percent,ebike_percent,regular_percent
2023-05-15,23.3,11.1,0.0,0,17,17.2,0,0,0,0,0,114062,1574856.63398301,13.8070227944714,83.7658466448072,16.2341533551928,40.3648892707475,59.6351107292525
2023-05-16,26.1,14.4,0.0,0,23,20.25,0,0,0,1,0,120662,1667177.81264789,13.8169250687696,83.8648456017636,16.1351543982364,30.9244003911754,69.0755996088247
2023-05-17,20.6,10.0,0.0,0,26,15.3,0,0,0,2,0,115162,1500540.46983341,13.0298229436221,84.9516333512791,15.0483666487209,31.5763880446675,68.4236119553325
2023-05-18,16.1,6.1,0.0,0,19,11.1,0,0,0,3,0,114056,1526822.24700104,13.3866017307378,83.8535456267097,16.1464543732903,37.5070140983377,62.4929859016623
2023-05-19,21.1,11.1,0.0,0,10,16.1,0,0,0,4,0,118927,1678750.73155019,14.1158082819729,80.3635843836976,19.6364156163024,39.8731995257595,60.1268004742405
2023-05-20,18.3,13.9,19.6,0,13,16.1,1,0,0,5,1,44265,552325.691616749,12.4777068025923,81.1385970857337,18.8614029142663,51.5599231898791,48.4400768101209
2023-05-21,21.1,12.8,0.5,0,21,16.950000000000003,1,0,0,6,1,113403,1943324.66598223,17.1364484712241,71.978695448974,28.021304551026,39.602126927859,60.397873072141
2023-05-23,21.1,12.2,0.0,0,13,16.65,0,0,0,1,0,121421,1604792.32886738,13.2167609298836,84.8757628416831,15.1242371583169,41.0579718500095,58.9420281499905
2023-05-24,25.0,11.7,2.0,0,12,18.35,1,0,0,2,0,115799,1520141.85523315,13.1274178121843,84.6199017262671,15.3800982737329,42.7913885266712,57.2086114733288
2023-05-25,20.0,10.0,0.0,0,33,15.0,0,0,0,3,0,121470,1626256.25149951,13.3881308265376,83.7795340413271,16.2204659586729,43.8733843747427,56.1266156252573
2023-05-26,22.2,11.7,0.0,0,15,16.95,0,0,0,4,0,120390,1729519.79009903,14.3659754971263,79.2225267879392,20.7774732120608,43.8358667663427,56.1641332336573
2023-05-27,25.6,13.3,0.0,0,15,19.450000000000003,0,0,0,5,1,105109,1852082.11943326,17.6205854820543,69.5915668496513,30.4084331503487,40.7186825105367,59.2813174894633
2023-05-28,26.1,15.0,0.0,0,10,20.55,0,0,0,6,1,98311,1829379.24598385,18.6080829813941,67.9171201594938,32.0828798405062,38.951897549613,61.048102450387
2023-05-29,26.1,15.0,0.0,0,24,20.55,0,0,0,0,0,101992,1836169.98708317,18.0030785461918,70.9173268491646,29.0826731508354,37.1813475566711,62.8186524433289
2023-05-30,22.2,12.8,0.0,0,22,17.5,0,0,0,1,0,111325,1496801.54720053,13.4453316613567,84.2218728946777,15.7781271053223,36.9054569952841,63.0945430047159
2023-05-31,25.0,10.6,0.0,0,10,17.8,0,0,0,2,0,121072,1637848.6086334,13.5278892612114,84.2994251354566,15.7005748645434,33.679133077838,66.320866922162
2023-06-01,30.6,15.0,0.0,0,8,22.8,0,1,0,3,0,125771,1750303.72693417,13.9165922743253,83.0803603374387,16.9196396625613,33.134029307233,66.865970692767
2023-06-02,32.8,18.9,6.1,0,9,25.85,1,1,0,4,0,110717,1546541.80305189,13.968422221085,81.1266562497177,18.8733437502823,37.0701879566824,62.9298120433176
2023-06-03,20.6,12.2,0.0,0,34,16.4,0,0,0,5,1,105126,1624861.85168314,15.4563271853125,75.0670623822841,24.9329376177159,35.4403287483591,64.5596712516409
